id,answer
ESTG-NEW-009,"Die Stockdividende ist in Österreich nicht steuerfrei. Gemäß § 27 Abs. 1 Z 1 EStG unterliegt die Stockdividende der Einkommensteuer, da sie als Einkünfte aus Kapitalvermögen gilt. Der Wert der erhaltenen neuen Aktien (50 Aktien x EUR 82 = EUR 4.100) ist somit steuerpflichtig."
ESTG-NEW-010,"Das Unstaking selbst stellt keinen steuerpflichtigen Vorgang dar, da es sich um eine Rückübertragung der bereits im Besitz befindlichen SOL handelt. Steuerpflichtig sind jedoch die Staking-Rewards von 0,5 SOL, die als Einkünfte aus Kapitalvermögen gemäß § 27 Abs. 1 EStG zu versteuern sind. Der Verkauf von 10 SOL im April 2026 unterliegt der Kapitalertragsteuer, wobei die Anschaffungskosten von EUR 180/SOL zu berücksichtigen sind."
ESTG-NEW-011,"Frau Lang kann die Verluste aus dem Handel mit Kryptowährungen nur mit Gewinnen aus der gleichen Einkunftsart verrechnen. Gemäß § 2 Abs. 3 Z 3 EStG zählen Gewinne und Verluste aus Kryptowährungen zu den Einkünften aus Spekulationsgeschäften. Die Dividenden aus Aktien unterliegen hingegen der Kapitalertragsteuer (KESt) und können nicht mit den Verlusten aus dem Krypto-Handel verrechnet werden. Daher kann Frau Lang den Gewinn von EUR 8.000 aus dem Verkauf von ETH mit dem Verlust von EUR 3.000 aus dem Verkauf von BTC verrechnen, was zu einem steuerpflichtigen Gewinn von EUR 5.000 führt. Der Verlust aus dem Verfall des Derivats kann nicht berücksichtigt werden, da er nicht mit den anderen Krypto-Gewinnen verrechenbar ist."
ESTG-NEW-012,"Herr Pfeifer hat nicht recht. Der Gewinn aus dem Verkauf der BTC unterliegt nicht dem begünstigten Sondersteuersatz von 27,5 % gemäß § 27b EStG, da die BTC als Betriebsvermögen bilanziert sind. Der Gewinn ist daher als Einkünfte aus Gewerbebetrieb zu versteuern, was gemäß § 23 Abs. 1 EStG zu einer regulären Besteuerung führt."
ESTG-NEW-013,"In diesem Fall liegt kein steuerpflichtiger Tausch vor, da die Token-Migration als eine Umstrukturierung ohne realisierten Gewinn betrachtet wird. Gemäß § 23 Abs. 1 Z 2 EStG (Einkommensteuergesetz) sind Tauschgeschäfte nur dann steuerpflichtig, wenn ein tatsächlicher Tausch von Vermögenswerten erfolgt. Da Frau Eder lediglich ihre Token gegen neue Token mit identischen Rechten und Funktionen eintauscht, bleibt der steuerliche Status unverändert."
ESTG-NEW-014,"Die Einkünfte aus dem Rebase, also die Erhöhung der stETH durch den Rebase-Mechanismus, stellen steuerlich einen Gewinn aus Kapitalvermögen dar und sind gemäß § 27 Abs. 1 Z 2 EStG zu versteuern. Der Verkauf der stETH gegen ETH führt zu einem Veräußungsgewinn, der ebenfalls nach § 27 EStG zu versteuern ist, wobei die Anschaffungskosten der ursprünglichen 32 stETH berücksichtigt werden. Die steuerliche Behandlung erfolgt somit sowohl für die Rebase-Einkünfte als auch für den Veräußungsgewinn nach den Regelungen für Kapitalvermögen."
ESTG-NEW-015,"Frau Hofers Ansicht ist nicht korrekt. Nach § 27 Abs. 1 EStG unterliegen auch Tauschgeschäfte von Kryptowährungen der Besteuerung, unabhängig davon, ob es sich um Stablecoins handelt oder nicht. Der Tausch von 5.000 USDT gegen 5.000 USDC sowie der Tausch der restlichen 5.000 USDT gegen EUR sind steuerpflichtige Vorgänge, da hier jeweils ein Gewinn oder Verlust realisiert wird."
ESTG-NEW-016,"Die Einlage der 20 ETH in das Betriebsvermögen führt gemäß § 6 Abs. 1 Z 8 EStG zu einer Bewertung der ETH zum Marktwert von EUR 3.200 pro Stück, was einen Gewinn von EUR 1.700 pro ETH (Marktwert minus Anschaffungskosten) auslöst, der jedoch nicht sofort versteuert wird. Bei der Entnahme der 10 ETH aus dem Betriebsvermögen wird der Marktwert von EUR 3.500 pro ETH relevant, was zu einem steuerpflichtigen Gewinn von EUR 1.300 pro ETH führt (§ 4 Abs. 1 EStG). Der Verkauf der 10 ETH zu EUR 3.800 pro ETH führt zu einem weiteren Gewinn von EUR 300 pro ETH, der ebenfalls steuerpflichtig ist."
ESTG-NEW-017,"Frau Wimmer erbt die BTC zu den Anschaffungskosten ihrer Tante, also zu EUR 35.000 pro Stück (§ 12 Abs. 1 Z 1 ErbStG). Da die BTC vor dem 1. März 2021 angeschafft wurden, gilt die Übergangsregelung nicht, und der Verkauf im Juni 2026 ist steuerpflichtig, da die Haltefrist von einem Jahr nicht eingehalten wurde (§ 30 Abs. 1 EStG). Der Gewinn aus dem Verkauf beträgt somit (3 BTC x EUR 70.000) - (3 BTC x EUR 35.000) = EUR 105.000."
ESTG-NEW-018,"Herr Zach kann den Verlust aus Kryptowährungen nach § 27 Abs. 8 EStG geltend machen. Der Verlust beträgt die Anschaffungskosten von EUR 36.000 (15 ETH x EUR 2.400) abzüglich der erhaltenen Quote von EUR 9.600, was zu einem steuerlichen Verlust von EUR 26.400 führt. Der Verlust ist im Jahr 2026 geltend zu machen, da die Insolvenz und die Auszahlung im selben Jahr stattfinden."
ESTG-NEW-019,"Nein, das stimmt nicht. Der Reverse Stock Split selbst ist steuerlich nicht relevant, jedoch die Barabfindung für die 5 überschüssigen Aktien stellt einen steuerpflichtigen Veräußungsgewinn dar. Gemäß § 27 Abs. 1 EStG unterliegt die Barabfindung der Einkommensteuer, da sie als Einkünfte aus Kapitalvermögen gilt."
ESTG-NEW-020,"Die Staking-Einkünfte sind gemäß § 27 Abs. 1 Z 2 EStG steuerpflichtig, sobald sie dem Steuerpflichtigen zugeflossen sind. Im Fall von Frau Kern sind die Staking-Rewards bereits beim automatischen Re-Staking steuerpflichtig, da sie in Form von neuen Token (500 DOT) generiert werden und somit als Einkünfte gelten, auch wenn sie nicht aktiv in der Wallet verfügbar sind. Die Besteuerung erfolgt also bereits im Jahr 2026, als die Rewards generiert wurden."
VAT-DOM-001,"Ja, der Marktplatz wird umsatzsteuerlich so behandelt, als ob er die Gegenstände selbst erhalten und geliefert hätte, wenn er die Voraussetzungen des § 3 Abs. 8 UStG erfüllt. Dies gilt insbesondere, wenn der Marktplatz die Zahlung abwickelt und die Lieferung an den Endkunden organisiert. In diesem Fall muss der Marktplatz die Umsatzsteuer auf den Verkaufspreis erheben und abführen."
VAT-DOM-002,"Die Beförderung wird der Lieferung von A an B zugeordnet, da B die Beförderung organisiert und seine polnische Umsatzsteuer-Identifikationsnummer verwendet. Gemäß § 3 Abs. 8 UStG wird die Lieferung als im Inland ausgeführt angesehen, wenn die Ware von einem anderen Mitgliedstaat in das Inland befördert wird. In diesem Fall handelt es sich um eine innergemeinschaftliche Lieferung von A an B, die in Polen umsatzsteuerfrei ist, während B die Ware an C in Österreich verkauft."
VAT-DOM-003,"In diesem Fall liegt eine sonstige Leistung vor, da der Unternehmer nicht das übergebene Feingold verwendet, sondern ein eigenes Schmuckstück liefert. Gemäß § 1 Abs. 1 Z 1 UStG unterliegt die Lieferung von Gegenständen der Umsatzsteuer, während die Erbringung von Dienstleistungen als sonstige Leistungen klassifiziert wird, wenn kein Eigentum an dem übergebenen Material übertragen wird."
VAT-DOM-004,"Ja, der Leistungsort für die weiterverrechneten Eintrittsberechtigungen liegt in Österreich. Gemäß § 3a Abs. 1 UStG ist der Leistungsort bei Eintrittsberechtigungen dort, wo die Veranstaltung stattfindet, also in diesem Fall in Österreich."
VAT-DOM-005,"Der Leistungsort für die Übertragung eines Seminars per Livestream liegt gemäß § 3a Abs. 1 UStG grundsätzlich dort, wo der Leistungsempfänger seinen Wohnsitz hat. Da die Privatperson in Spanien wohnt, ist der Leistungsort in diesem Fall in Spanien, nicht in Österreich."
VAT-DOM-006,"Ja, die Lieferung des Verarbeiters erstreckt sich auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials. Nach § 1 Abs. 1 UStG unterliegt die Lieferung von Gegenständen der Umsatzsteuer, und da der Verarbeiter die Silberreste und Schleifabfälle nicht in der vereinbarten Form zurückgibt, sondern durch gleichwertige ersetzt, bleibt der ursprüngliche Silbergehalt relevant. Die Rückgabe der Silberabfälle gleicher Art stellt eine Lieferung dar, die den ursprünglichen Silbergehalt betrifft."
VAT-DOM-007,"Nein, der Ort der Lieferung gilt nicht als in Spanien gelegen. Gemäß § 3 Abs. 8 UStG ist der Ort der Lieferung bei Beförderungen im internationalen Luftverkehr der Ort, an dem die Beförderung beginnt, also in diesem Fall Österreich. Die Lieferung erfolgt somit in Österreich, auch wenn der Kunde in Spanien aussteigt."
VAT-DOM-008,"Ja, der Ort der Lieferung von Elektrizität liegt gemäß § 3 Abs. 8 UStG dort, wo der Strom physisch eingespeist wird. Da der Stromhändler an einen Wiederverkäufer in Italien liefert, ist die Lieferung im Sinne des österreichischen Umsatzsteuergesetzes in Italien steuerbar."
VAT-DOM-009,"Ja, die unentgeltliche private Nutzung eines Teils des Bürogebäudes wird gemäß § 3a Abs. 1a Z 1 UStG einer sonstigen Leistung gegen Entgelt gleichgestellt. Dies führt dazu, dass der Unternehmer für den privat genutzten Teil eine Umsatzsteuer zu entrichten hat, da die private Nutzung als entgeltliche Leistung behandelt wird."
VAT-DOM-010,"Ja, der Ort der Lieferung liegt in Österreich, da die Verfügungsmacht über die Maschine erst in Graz erlangt wird. Gemäß § 3 Abs. 8 UStG ist der Ort der Lieferung dort, wo der Empfänger die Verfügungsmacht über die Ware erlangt."
VAT-DOM-011,"Ja, die Lieferung des Produzenten an den Kommissionär gilt bereits als ausgeführt, sobald die Waren an den Kommissionär übergeben werden, auch wenn sie sich noch im Lager des Kommissionärs befinden. Dies ist in § 3 Abs. 8 UStG geregelt, der besagt, dass die Lieferung mit der Übergabe der Ware an den Kommissionär als vollzogen gilt."
VAT-DOM-012,"Die Leistung ist als Lieferung zu behandeln, da der Unternehmer eine neue, bewegliche Sache (die Produktionsanlage) herstellt, die durch die Verarbeitung des beigestellten Stahls und die Verwendung der selbst beschafften Motoren und Steuerungseinheiten entsteht. Relevant ist hier § 3 Abs. 1 Z 1 UStG, der die Lieferung als die Übertragung der Verfügungsmacht an einer beweglichen Sache definiert."
VAT-DOM-013,"Nein, der Ort der Lieferung liegt nicht am Sitz des deutschen Lieferers. Gemäß § 3 Abs. 8 UStG (Umsatzsteuergesetz) ist der Ort der Lieferung von Elektrizität dort, wo der Empfänger den Strom verbraucht, also in diesem Fall in Linz, Österreich."
VAT-DOM-014,"Der Ort der Vermittlungsleistung liegt gemäß § 3a Abs. 1 UStG in Österreich, da die Vermittlerin ihren Sitz in Österreich hat und die Leistung an einen in Italien ansässigen Unternehmer erbracht wird. Die Tatsache, dass die Maschine in Belgien ist und nicht befördert oder versendet wird, beeinflusst den Ort der Leistung nicht."
VAT-DOM-015,"Nein, der Leistungsort liegt nicht in Österreich, sondern in Kroatien, da die Vermietung des Sportbootes in Split erfolgt und dort auch die Betriebsstätte des Vermieters ist. Relevant ist hier § 3a Abs. 1 UStG, der besagt, dass der Leistungsort bei Vermietungen dort ist, wo die Leistung tatsächlich erbracht wird."
VAT-DOM-016,"Ja, es liegt bereits eine Lieferung vor, da die CNC-Anlage dem Kunden übergeben wurde und dieser sie uneingeschränkt nutzen kann. Nach § 3 Abs. 1 UStG gilt eine Lieferung als erbracht, wenn der Unternehmer die Verfügungsmacht über die Gegenstände an den Erwerber überträgt, was hier durch die Übergabe und die Nutzungsmöglichkeit gegeben ist."
VAT-DOM-017,"Ja, es liegt eine Bearbeitung im Sinne des § 3 Abs. 6 UStG vor, da der Unternehmer die Messingplatten durch das Entfernen von Oxidationsschichten und das Glätten der Oberfläche verändert hat. Die wesentliche Eigenschaft der Platten bleibt zwar erhalten, jedoch wird durch die Bearbeitung eine Wertsteigerung erzielt, die die Voraussetzungen für eine steuerbare Leistung erfüllt."
VAT-DOM-018,"Der Leistungsort liegt in diesem Fall nicht in Österreich, da die Leistung ausschließlich für die italienische Betriebsstätte der AG bestimmt ist und dort tatsächlich verwendet wird. Gemäß § 3a Abs. 1 UStG ist der Leistungsort dort, wo der Leistungsempfänger seinen Sitz hat, es sei denn, die Leistung wird für eine Betriebsstätte erbracht, die sich an einem anderen Ort befindet. Da die Leistung für die italienische Betriebsstätte bestimmt ist, ist der Leistungsort in Italien."
VAT-DOM-019,"Ja, es handelt sich um eine sonstige Leistung gemäß § 1 Abs. 1 Z 1 UStG, da die Grundstückseigentümerin durch den Verzicht auf ihr Widerspruchsrecht eine Leistung erbringt, die nicht in der Übertragung eines Gegenstandes besteht. Der Verzicht auf ein Recht stellt eine entgeltliche Leistung dar, die umsatzsteuerlich relevant ist."
VAT-DOM-020,"Nein, der Leistungsort bleibt nicht im Drittlandsgebiet. Gemäß § 3a Abs. 1 UStG ist der Leistungsort für Dienstleistungen, die an Unternehmer erbracht werden, dort, wo der Empfänger seinen Sitz hat, es sei denn, es handelt sich um bestimmte Ausnahmen. Da die Beratung im Inland genutzt und ausgewertet wird, ist der Leistungsort in Österreich."
VAT-DOM-021,"Die Sichtweise der Gemeinde ist nicht zutreffend. Nach § 1 Abs. 1 Z 1 UStG unterliegt die Vermietung von Grundstücken grundsätzlich der Umsatzsteuer, sofern die Gemeinde als Unternehmer im Sinne des § 2 UStG handelt. Da die Gemeinde Geschäftsflächen vermietet, wird sie in diesem Zusammenhang als Unternehmer tätig und ist somit umsatzsteuerpflichtig."
VAT-DOM-022,"Die Voraussetzungen für eine Organschaft gemäß § 2 Abs. 2 KStG sind nicht erfüllt, da die Tochter-GmbH eine eigenständige Geschäftsführung hat und somit nicht als Teil der Organschaft angesehen werden kann. Die internen Managementleistungen sind daher als Umsätze zwischen zwei Unternehmern zu behandeln und unterliegen der Umsatzsteuer."
VAT-DOM-023,"Nach § 2 Abs. 1 UStG ist Unternehmer, wer eine gewerbliche oder berufliche Tätigkeit selbstständig ausübt. Entscheidend ist, ob eine nachhaltige Tätigkeit mit der Absicht, Einnahmen zu erzielen, vorliegt. Wenn die Person bewusst keine Gewinne erzielt, könnte dies gegen die Absicht der Gewinnerzielung sprechen, was die Unternehmereigenschaft in Frage stellt."
VAT-DOM-024,"Ja, es kann ein steuerbarer Eigenverbrauch vorliegen, auch wenn die Bewirtung betrieblich veranlasst war. Gemäß § 1 Abs. 1 Nr. 1 UStG unterliegt der Eigenverbrauch der Umsatzsteuer, wenn der Unternehmer Leistungen für private Zwecke verwendet. Da die Bewirtung nicht ertragsteuerlich abzugsfähig ist, könnte dies als Eigenverbrauch gewertet werden, was auch den Vorsteuerabzug betrifft (§ 12 Abs. 2 UStG)."
VAT-DOM-025,"Nein, das ist nicht zutreffend. Der Betrag von 3.000 Euro, der im Namen und für Rechnung des Kunden vereinnahmt und an die Behörde weitergeleitet wird, stellt keinen Einnahme des Unternehmers dar und ist daher nicht in die Bemessungsgrundlage einzubeziehen (§ 4 Abs. 1 EStG). Der Unternehmer handelt hier lediglich als Durchlaufposten."
VAT-DOM-026,"Die Honorare, die der Arzt für persönlich erbrachte Behandlungen an Sonderklassepatienten erhält, sind umsatzsteuerlich als Umsätze aus selbständiger Tätigkeit zu qualifizieren. Gemäß § 1 Abs. 1 Nr. 1 UStG unterliegen diese Honorare der Umsatzsteuer, da der Arzt als Unternehmer im Sinne des Umsatzsteuergesetzes agiert."
VAT-DOM-027,"Die Überweisung an den gemeinnützigen Verein kann nicht als Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG behandelt werden, da es sich hierbei nicht um eine Lieferung oder sonstige Leistung handelt, die im Rahmen des Unternehmens erbracht wird. Vielmehr stellt die Zahlung eine Spende dar, die nicht umsatzsteuerlich relevant ist. Daher ist die Einordnung als Eigenverbrauch nicht zulässig."
VAT-DOM-028,"Der Drittbetrag von 8.000 Euro ist als Teil der Entgelte für die erbrachte Marketingleistung zu betrachten und erhöht somit die Bemessungsgrundlage für die Umsatzsteuer gemäß § 1 Abs. 1 UStG. Die Agentur muss diesen Betrag in ihrer Umsatzsteuervoranmeldung berücksichtigen, da er als Entgelt für die Leistung gilt."
VAT-DOM-029,"Die Bemessungsgrundlage für den Vorgang ist nach dem Grundsatz der „Wertansatzregel“ gemäß § 4 Abs. 1 EStG zu bestimmen. Die Übertragung der Maschine und der Erhalt der Rohstoffe sind als Tauschgeschäft zu betrachten, wobei der Wert der hingegebenen Maschine und der erhaltenen Rohstoffe jeweils zum Marktwert anzusetzen ist."
VAT-DOM-030,"Gemäß § 5 Abs. 1 UStG ist die Bemessungsgrundlage für die Einfuhrumsatzsteuer der Zollwert des Gegenstands, der sich aus dem Wert der Ware sowie den anfallenden Kosten für die Bearbeitung im Drittlandsgebiet zusammensetzt. Das bedeutet, dass die Einfuhrumsatzsteuer nicht auf den vollen Wert des wiedereingeführten Gegenstands, sondern auf den Zollwert, der die Bearbeitungskosten berücksichtigt, bemessen wird."
VAT-DOM-031,"Nach § 4 UStG ist die Bemessungsgrundlage für die Umsatzsteuer der Entgeltbetrag, den der Erwerber für die Lieferung zu zahlen hat. Die übernommenen Verbindlichkeiten mindern nicht den Kaufpreis, da sie nicht als Entgelt im Sinne des § 1 Abs. 1 Z 1 UStG gelten. Daher ist die Bemessungsgrundlage der vereinbarte Gesamtkaufpreis ohne Abzug der übernommenen Schulden."
VAT-DOM-032,"In diesem Fall ordnet § 4 Abs. 1 Z 1 UStG an, dass die Bemessungsgrundlage für die Umsatzsteuer das Entgelt ist, das tatsächlich vereinbart wurde, also der niedrigere Preis, der in Rechnung gestellt wird. Allerdings könnte § 10 Abs. 2 Z 1 UStG relevant sein, da hier die Marktpreise berücksichtigt werden müssen, wenn die Leistung unter dem Marktpreis erbracht wird und der Gesellschafter nicht zum Vorsteuerabzug berechtigt ist. In solchen Fällen könnte die Umsatzsteuer auf Basis des Marktpreises berechnet werden."
VAT-DOM-033,"Nach § 4 Abs. 1 Z 1 UStG ist bei der Entnahme von Gegenständen für private Zwecke der gemeine Wert anzusetzen, wenn kein Einkaufspreis vorliegt. Der gemeine Wert ist der Preis, den ein Käufer im gewöhnlichen Geschäftsverkehr für den Gegenstand zahlen würde. In diesem Fall kann der Unternehmer den gemeinen Wert ermitteln, auch wenn kein aktueller Einkaufspreis existiert."
VAT-DOM-034,"Nach § 5 Abs. 1 UStG sind in die Bemessungsgrundlage für die Einfuhrumsatzsteuer alle Kosten einzubeziehen, die bis zur ersten Bestimmungsstelle innerhalb der Union anfallen. Dazu zählen die Beförderungs-, Versicherungs- und Verpackungskosten bis zu diesem ersten Bestimmungsort. Da die Ware jedoch unmittelbar weiterbefördert wird, sind diese Kosten relevant, solange sie bis zur ersten Bestimmungsstelle anfallen."
VAT-DOM-035,"Die Tätigkeit eines Aufsichtsratsmitglieds wird nach § 22 Z 3 UStG als nicht selbständige Tätigkeit eingeordnet, da es sich um eine Vergütung für eine Funktion innerhalb der Gesellschaft handelt. Daher sind die Vergütungen und Reisekostenersätze nicht als selbständige unternehmerische Tätigkeit im Sinne des § 2 Abs. 1 UStG zu betrachten."
VAT-DOM-036,"Die Tätigkeit des Bundesorgans ist nach § 2 Abs. 3 UStG als unternehmerisch einzustufen, da die Duldung der Benützung der Eisenbahninfrastruktur gegen Entgelt eine wirtschaftliche Tätigkeit darstellt. Auch wenn der Bund hoheitlich handelt, führt die Erzielung von Einnahmen aus dieser Tätigkeit zur Unternehmereigenschaft."
VAT-DOM-037,"Nach § 4 Abs. 1 Z 1 UStG unterliegt die Entgeltlichkeit der Leistung dem Umsatzsteuergesetz. Da die Übernahme der Kosten für die Beglaubigung eine zusätzliche Leistung darstellt, die im Zusammenhang mit der Hauptleistung steht, ist dieser Betrag in die Bemessungsgrundlage einzubeziehen, auch wenn die Zahlung freiwillig erfolgt. Die Unternehmerin muss daher den Betrag in die Umsatzsteuerberechnung einfließen lassen."
VAT-DOM-038,"Nein, das trägt nicht. Nach § 1 Abs. 1 Z 2 lit. a UStG ist ein steuerbarer Eigenverbrauch nur gegeben, wenn die Leistung für das Unternehmen ausgeführt wird. Da die Leistung gemäß § 12 Abs. 2 UStG nicht als für das Unternehmen ausgeführt gilt und die Ausgabe ertragsteuerlich nicht abzugsfähig ist, kann kein steuerbarer Eigenverbrauch angenommen werden."
VAT-DOM-039,"Nein, das ist nicht zulässig. Nach § 5 Abs. 1 UStG gehört die Einfuhrumsatzsteuer nicht zur Bemessungsgrundlage für die Umsatzsteuer, da sie gesondert zu behandeln ist. Die Bemessungsgrundlage für die Umsatzsteuer setzt sich gemäß § 10 UStG aus dem Entgelt und nicht aus der Einfuhrumsatzsteuer zusammen."
VAT-DOM-040,"§ 2 Abs. 1 UStG definiert den Unternehmer als eine natürliche oder juristische Person, die eine gewerbliche oder berufliche Tätigkeit selbstständig ausübt. Da die Leistungen ausschließlich gegenüber Vereinsmitgliedern erbracht werden, könnte dies unter die steuerfreien Umsätze gemäß § 6 Abs. 1 Z 9 UStG fallen, sofern die Voraussetzungen für die Steuerbefreiung erfüllt sind. Eine gewerbliche oder berufliche Tätigkeit im Sinne des UStG könnte dennoch vorliegen, wenn die Einnahmen nachhaltig und mit der Absicht erzielt werden, Gewinn zu erzielen."
VAT-DOM-041,"Die Lieferung der Maschine ist nach § 7 Abs. 1 UStG steuerfrei, da es sich um eine Ausfuhrlieferung handelt. Entscheidend ist, dass die Maschine in ein Drittland (Schweiz) befördert wird, was die Steuerfreiheit unabhängig von der Nationalität des Abnehmers begründet."
VAT-DOM-042,"Die Zweigniederlassung einer in Deutschland ansässigen GmbH, die im Inland Umsatzgeschäfte in eigenem Namen abschließt, wird nicht als ausländischer Abnehmer im Sinne des § 7 UStG betrachtet, da die GmbH in Deutschland ansässig ist und die Lieferung an die Zweigniederlassung erfolgt. Die Lieferung an die Schweiz wäre jedoch als Exportlieferung zu behandeln, die unter bestimmten Voraussetzungen von der Umsatzsteuer befreit ist (§ 6 UStG)."
VAT-DOM-043,"§ 7 Abs. 1 Z 3 UStG 1994 regelt die Steuerbefreiung für Ausfuhrlieferungen. Da der Käufer die Waren für private Zwecke und nicht für eine unternehmerische Tätigkeit erwirbt, kann diese Bestimmung nicht angewendet werden. Die Ausfuhrlieferung setzt voraus, dass die Waren für unternehmerische Zwecke bestimmt sind."
VAT-DOM-044,"Ja, die Ausfuhrlieferung greift nach § 7 Abs. 1 UStG, da die Waren aus Österreich in ein Drittland (Schweiz) verbracht werden. Voraussetzung ist, dass die Lieferung für den Export bestimmt ist und die entsprechenden Nachweise erbracht werden."
VAT-DOM-045,"Nein, der Unternehmer darf die Steuerfreiheit nicht sofort beanspruchen. Gemäß § 6 Abs. 1 Z 1 UStG ist die Steuerfreiheit für Ausfuhrlieferungen nur gegeben, wenn der Ausfuhrnachweis innerhalb von drei Monaten nach Lieferung erbracht wird. Da der Nachweis erst nach acht Monaten vorliegt, kann die Steuerfreiheit nicht in Anspruch genommen werden."
VAT-DOM-046,"Ja, es liegt eine Lohnveredlung an Gegenständen der Ausfuhr vor. Gemäß § 6 Abs. 1 Z 1 UStG ist die Lieferung von Gegenständen, die im Rahmen einer Lohnveredlung bearbeitet und anschließend ins Ausland ausgeführt werden, umsatzsteuerfrei, sofern die Voraussetzungen für die Ausfuhrlieferung erfüllt sind. Da die bearbeiteten Teile von Wien nach Serbien befördert werden, handelt es sich um eine Ausfuhr."
VAT-DOM-047,"Ja, § 8 Abs. 1 Z 2 UStG 1994 ist anwendbar, da die Lohnveredlung als eine Dienstleistung gilt, die an einen im Ausland ansässigen Unternehmer erbracht wird. Die Lieferung der bearbeiteten Waren erfolgt im Rahmen eines innergemeinschaftlichen Erwerbs, da die Waren von Wien in die Schweiz verbracht werden."
VAT-DOM-048,"Ja, dieser Vorgang fällt unter § 8 UStG, da die Überlassung eines gleichartigen Gegenstands aus der laufenden Produktion als Werkleistung angesehen werden kann. Die Vorschrift bezieht sich auf die Lieferung von Waren, die im Rahmen einer Werkleistung erbracht werden, unabhängig davon, ob eine klassische Verarbeitung stattgefunden hat."
VAT-DOM-049,"Ja, die Zweigniederlassung der „XYZ GmbH“ in Wien gilt als ausländischer Auftraggeber, da sie Teil einer deutschen Unternehmensgruppe ist und die Hauptniederlassung im Ausland ansässig ist. Relevant ist hier § 1 Abs. 1 UStG, der die umsatzsteuerliche Behandlung von Leistungen an ausländische Unternehmer regelt."
VAT-DOM-050,"Nein, der Unternehmer kann sich nicht auf § 8 UStG berufen, da dieser Paragraph die Voraussetzungen für die Steuerbefreiung bei Ausfuhrlieferungen regelt. Ohne den Nachweis der Zuordnung der Ware zum Auftrag und der Ausfuhrvorgänge ist die Steuerbefreiung nicht anwendbar. Relevant sind hier insbesondere die Nachweispflichten gemäß § 6 Abs. 1 Z 1 UStG."
VAT-DOM-051,"Die Steuerbefreiung für die Seeschifffahrt gemäß § 9 Abs. 1 Z 1 UStG 1994 gilt nur für die Beförderung von Personen und Gütern auf Hochsee. Da das Wasserfahrzeug ausschließlich auf Binnengewässern eingesetzt wird, fällt die Vercharterung nicht unter diese Steuerbefreiung."
VAT-DOM-052,"Ja, der Lieferant kann die Befreiung nach § 9 Abs. 1 Z 3 UStG in Anspruch nehmen, da die Lieferung von Lebensmitteln und Getränken an Bord eines Trawlers für die Küstenfischerei als steuerfreie Lieferung gilt, sofern die Voraussetzungen der Vorschrift erfüllt sind. Es ist wichtig, dass die Lieferung tatsächlich an Bord erfolgt und für den unmittelbaren Verbrauch während der Fischerei bestimmt ist."
VAT-DOM-053,"Nach § 9 Abs. 1 Z 1 UStG sind bestimmte Leistungen im Zusammenhang mit der Schifffahrt von der Umsatzsteuer befreit. Da das Hafenserviceunternehmen jedoch keine Ausrüstung liefert, sondern lediglich Dienstleistungen an Bord des Schiffs erbringt, könnte die Steuerbefreiung nicht anwendbar sein. Es wäre zu prüfen, ob die erbrachten Leistungen als eng mit dem internationalen Seeverkehr verbunden angesehen werden können."
VAT-DOM-054,"Die Befreiung für Umsätze im Bereich der Luftfahrt gemäß § 6 Abs. 1 Z 11 UStG greift nur, wenn die Umsätze aus dem internationalen Luftverkehr stammen. Da die Airline in diesem Fall auch Inlandscharterflüge durchführt, ist die Befreiung nicht anwendbar, da nicht ausschließlich grenzüberschreitende Beförderungen vorliegen."
VAT-DOM-055,"Die Befreiung gemäß § 9 Abs. 2 Z 1 KStG ist nur anwendbar, wenn die sachlichen Voraussetzungen nachgewiesen werden. Fehlen die buchmäßigen Nachweise, kann die Befreiung nicht in Anspruch genommen werden, auch wenn die Tatsachen unstrittig sind."
VAT-DOM-056,"Ja, die Lieferung der gedruckten Wochenzeitung unterliegt dem ermäßigten Steuersatz von 10 % gemäß § 12 Abs. 1 Z 1 UStG, da es sich um eine periodische Druckschrift handelt, die überwiegend aus Text besteht. Die enthaltenen Anzeigen und Werbeseiten beeinträchtigen nicht die Anwendung des ermäßigten Steuersatzes, solange der Hauptzweck der Lieferung die Informationsvermittlung ist."
VAT-DOM-057,"Ja, der 10%-Steuersatz ist anwendbar, da die Lieferung einer elektronischen Fachpublikation, die überwiegend aus Text und Grafiken besteht, unter § 12 Abs. 1 Z 27 UStG fällt. Die eingebetteten Videoclips sind in diesem Fall nicht ausschlaggebend für die Anwendung des ermäßigten Steuersatzes, solange die Hauptinhalte die Fachpublikation darstellen."
VAT-DOM-058,"Ja, für das Frühstück greift der 10%-Satz gemäß § 10 Abs. 2 Z 3 lit. c UStG, da es sich um eine Lieferung von Nahrungsmitteln handelt, die im Rahmen der Beherbergung bereitgestellt wird. Voraussetzung ist, dass das Frühstück gesondert auf der Rechnung ausgewiesen wird."
VAT-DOM-059,"Ja, die Leistung des Audioguides kann als regelmäßig mit dem Betrieb eines Museums verbundene Leistung angesehen werden und fällt somit unter den ermäßigten Steuersatz gemäß § 12 Abs. 1 Z 10 lit. a UStG, da sie eng mit dem Besuch der Dauerausstellung verknüpft ist."
