id,answer
TAX-INTL-063,"Ein in der Schweiz wohnender Privatanleger verkauft ein in Wien gelegenes Grundstück aus seinem Privatvermögen aus seinem Privatvermögen aus seinem Privatvermögen aus dem Ausland. Der Veräußerungsgewinn in Österreich beträgt in der Regel 10 %, in der Schweiz 10 %, in der Schweiz 10 % und in Liechtenstein 10 %.
In Österreich ist der Veräußerungsgewinn in der Regel steuerfrei, in der Schweiz ist er jedoch steuerfrei.
In der Schweiz ist der Veräußerungsgewinn in der Regel steuerfrei, in der Schweiz ist er jedoch steuerfrei.
In Österreich ist der Veräußerungsgewinn in der Regel steuerfrei, in der Schweiz ist er jedoch steuerfrei.
In der Schweiz ist der Veräußerungsgewinn in der Regel steuerfrei, in"
TAX-INTL-064,Ein in Bayern ansässiger Landwirt bewirtschaftet zusätzlich Ackerflächen in Österreich. Sind die
TAX-INTL-065,Die in § 98 Abs. 1 Z 6 EStG 1988 vorgesehene Regelung ist in § 1 Abs. 1 EStG 1988 nicht vorgesehen. § 1 Abs. 1 EStG 1988 ist daher nicht anwendbar. § 1 Abs. 1 EStG 1988 ist daher nicht anwendbar. § 1 Abs. 1 EStG 1988 ist daher nicht anwendbar. § 1 Abs. 1 EStG 1988 ist daher nicht anwendbar. § 1 Abs. 1 EStG 1988 ist daher nicht anwendbar. § 1 Abs. 1 EStG 1988 ist daher nicht anwendbar. § 1 Abs. 1 EStG 1988 ist daher nicht anwendbar. § 1 Abs. 1 EStG 1988 ist daher nicht anwendbar. § 1 Abs. 1 EStG 1988
TAX-INTL-066,"Ein in Österreich ansässiger Anleger erzielt österreichische Kapitalerträge, bei denen Kapitalertragsteuer einzubehalten war. Die Kapitalertragsteuer ist in Österreich nicht steuerpflichtig, da die Kapitalerträge in Österreich steuerfrei sind. Die Kapitalertragsteuer ist in Österreich nicht steuerpflichtig, da die Kapitalerträge in Österreich steuerfrei sind. Die Kapitalertragsteuer ist in Österreich nicht steuerpflichtig, da die Kapitalerträge in Österreich steuerfrei sind. Die Kapitalertragsteuer ist in Österreich nicht steuerpflichtig, da die Kapitalerträge in Österreich steuerpflichtig sind. Die Kapitalertragsteuer ist in Österreich nicht steuerpflichtig, da die Kapitalerträge in Österreich steuerpflichtig sind. Die Kapitalertragsteuer ist in Österreich nicht steuerpflichtig, da die Kapitalerträge in Österreich steuer"
TAX-INTL-067,"§ 98 Abs. 1 Z 5 lit. b EStG 1988 ist anwendbar, wenn der Steuerpflichtige die Voraussetzungen für die Anwendung des § 98 Abs. 1 Satz 1 EStG erfüllt. § 98 Abs. 1 Satz 1 EStG 1988 ist anzuwenden, wenn der Steuerpflichtige die Voraussetzungen für die Anwendung des § 98 Abs. 1 Satz 1 EStG erfüllt. § 98 Abs. 1 Satz 1 EStG 1988 ist anzuwenden, wenn der Steuerpflichtige die Voraussetzungen für die Anwendung des § 98 Abs. 1 Satz 1 EStG erfüllt. § 98 Abs. 1 Satz 1 EStG 1988 ist anzuwenden, wenn der Steuerpflichtige die Voraussetzungen für die Anwendung des § 98 Abs. 1 Satz 1 EStG erfüllt. § 98 Abs"
TAX-INTL-068,"Kapitalerträge sind steuerfrei, wenn sie nicht in einer Weise besteuert werden, die dem Interesse des Steuerpflichtigen zuwiderläuft, insbesondere nicht durch die Körperschaftsteuer. § 94 EStG 1988 sieht vor, dass Kapitalerträge, die in § 94 EStG 1988 besteuert werden, nicht in die KESt-Befreiung einbezogen werden, sondern nur in die KESt-Befreiung einbezogen werden, wenn die KESt-Befreiung nach § 94 EStG 1988 nicht in die KESt-Befreiung einbezogen wird. § 94 EStG 1988 sieht vor, dass Kapitalerträge, die in § 94 EStG 1988 nicht in die KESt-Befreiung einbezogen werden, in die K"
TAX-INTL-069,"Ein im Ausland lebender Pensionist, der eine österreichische Sozialversicherungspension bezieht, kann eine österreichische Sozialversicherungspension erhalten, wenn er in Österreich wohnt und dort eine Tätigkeit ausübt, die in Österreich ausgeübt wird. § 1 Abs. 1 KStG sieht vor, dass die österreichische Sozialversicherungspension nur dann gewährt wird, wenn die Voraussetzungen für die Gewährung erfüllt sind (§ 1 Abs. 2 KStG). § 1 Abs. 3 KStG sieht vor, dass die österreichische Sozialversicherungspension nur dann gewährt wird, wenn die Voraussetzungen für die Gewährung erfüllt sind (§ 1 Abs. 3 KStG). § 1 Abs. 4 KStG sieht vor, dass die österreichische Sozialversicherungspension nur dann gewährt wird, wenn die Voraussetzungen für die Gewährung erfüllt sind (§"
TAX-INTL-070,"Ja, es kann ein in Portugal ansässiger Künstler mit Einkünften aus unselbständiger Arbeit in Österreich beschränkt steuerpflichtig sein. § 8 Abs. 1 KStG sieht vor, dass der Steuerpflichtige in Österreich steuerpflichtig ist, wenn er in Österreich ansässig ist, und dass er in Österreich ansässig ist, wenn er in Österreich ansässig ist, § 8 Abs. 2 KStG. § 8 Abs. 3 KStG sieht vor, dass der Steuerpflichtige in Österreich ansässig ist, wenn er in Österreich ansässig ist, und dass er in Österreich ansässig ist, wenn er in Österreich ansässig ist, § 8 Abs. 3 KStG. § 8 Abs. 4 KStG sieht vor, dass der Steuerpflichtige in Österreich ansässig ist, wenn er"
TAX-INTL-071,"Arbeitnehmer, die nach dem EStG beschränkt lohnsteuerpflichtig sind, können nach § 12 Abs. 1 EStG in den Genuss der Körperschaftsteuer kommen, sofern sie nicht in einem anderen Mitgliedstaat ansässig sind. § 12 Abs. 1 EStG gilt nicht für Arbeitnehmer, die in einem anderen Mitgliedstaat ansässig sind. § 12 Abs. 2 EStG gilt nicht für Arbeitnehmer, die in einem anderen Mitgliedstaat ansässig sind. § 12 Abs. 3 EStG gilt nicht für Arbeitnehmer, die in einem anderen Mitgliedstaat ansässig sind. § 12 Abs. 4 EStG gilt nicht für Arbeitnehmer, die in einem anderen Mitgliedstaat ansässig sind. § 12 Abs. 5 EStG gilt nicht für Arbeitnehmer, die in einem anderen Mitgliedstaat ansässig sind. § 12"
TAX-INTL-072,"Die Lohnsteuer ist grundsätzlich nach dem normalen Tarif zu berechnen, jedoch mit Kürzung bestimmter Absetzbeträge. § 8 Abs. 1 KStG sieht vor, dass die Lohnsteuer nach § 8 Abs. 1 KStG in der Regel nach dem Tarif berechnet wird, jedoch mit Kürzung bestimmter Absetzbeträge. § 8 Abs. 2 KStG sieht vor, dass die Lohnsteuer nach § 8 Abs. 1 KStG in der Regel nach dem Tarif berechnet wird, jedoch mit Kürzung bestimmter Absetzbeträge. § 8 Abs. 3 KStG sieht vor, dass die Lohnsteuer nach § 8 Abs. 1 KStG in der Regel nach § 8 Abs. 1 KStG in der Regel nach § 8 Abs. 1 KStG"
TAX-INTL-073,Ein beschränkt steuerpflichtiger Vortragender bezieht Arbeitnehmer
TAX-INTL-074,"Betriebsausgaben sind steuerlich nicht beschränkt, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen. § 8 Abs. 1 KStG sieht vor, dass Betriebsausgaben bei der Veranlagung nicht berücksichtigt werden, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen. § 8 Abs. 2 KStG sieht vor, dass Betriebsausgaben bei der Veranlagung nicht berücksichtigt werden, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen. § 8 Abs. 3 KStG sieht vor, dass Betriebsausgaben bei der Veranlagung nicht berücksichtigt werden, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen. § 8 Abs. 4 KStG sieht vor, dass Betriebsausgaben bei der Veranlagung nicht berücksichtigt werden, wenn sie"
TAX-INTL-075,Steht der Verlustabzug beschränkt Steuerpflichtigen nur für bestimmte inländische Verluste zu?
TAX-INTL-076,"Die Progressionsermäßigung für die Verwertung von Patentrechten bei beschränkter Steuerpflicht ist ausgeschlossen, wenn die Verwertung von Patentrechten in einem Mitgliedstaat der Europäischen Union stattfindet, in dem die Umsatzsteuer nicht entrichtet wird. § 8 Abs. 1 UStG sieht vor, dass die Umsatzsteuer auf die Umsätze der Gesellschaft, die in einem anderen Mitgliedstaat der Europäischen Union belegen sind, zu entrichten ist. § 8 Abs. 2 UStG sieht vor, dass die Umsatzsteuer auf die Umsätze der Gesellschaft, die in einem anderen Mitgliedstaat belegen sind, zu entrichten ist. § 8 Abs. 3 UStG sieht vor, dass die Umsatzsteuer auf die Umsätze der Gesellschaft, die in einem anderen Mitgliedstaat belegen sind, zu entrichten ist. § 8 Abs. 4 UStG sieht"
TAX-INTL-077,"Ja, die Zuzugsbesteuerung ist in Österreich grundsätzlich möglich, jedoch können die Einkünfte aus dem Ausland, die in Österreich erzielt wurden, nicht in die Besteuerung einbezogen werden. § 8 Abs. 1 KStG sieht vor, dass die Einkünfte aus dem Ausland, die in Österreich erzielt wurden, in die Besteuerung einbezogen werden, wenn die Einkünfte aus dem Ausland in Österreich erzielt wurden (§ 8 Abs. 2 KStG). § 8 Abs. 3 KStG sieht vor, dass die Einkünfte aus dem Ausland, die in Österreich erzielt wurden, in die Besteuerung einbezogen werden, wenn die Einkünfte aus dem Ausland in Österreich erzielt wurden (§ 8 Abs. 3 KStG). § 8 Abs. 4 KStG sieht vor, dass die Einkünfte aus dem Ausland,"
TAX-INTL-078,"Ja, der Arbeitnehmer kann einen befristeten Zuzugfreibetrag von 30% erhalten, wenn er in Österreich lebt und in Österreich eine Beschäftigung ausübt. § 8 Abs. 1 KStG sieht vor, dass der Arbeitnehmer in Österreich einen befristeten Zuzugfreibetrag von 30% erhält, wenn er in Österreich eine Beschäftigung ausübt. § 8 Abs. 2 KStG sieht vor, dass der Arbeitnehmer in Österreich einen befristeten Zuzugfreibetrag von 30% erhält, wenn er in Österreich eine Beschäftigung ausübt. § 8 Abs. 3 KStG sieht vor, dass der Arbeitnehmer in Österreich einen befristeten Zuzugfreibetrag von 30% erhält, wenn er in Österreich eine Beschäftigung ausübt. § 8 Abs. 4 KStG sieht vor, dass der"
TAX-INTL-079,"Die Zuzugsbegünstigung nach den Richtlinien ist eine Voraussetzung für die Gewährung von Zuzugsprämie, die in § 1 Abs. 1 BUrlG geregelt ist. § 1 Abs. 1 BUrlG bestimmt, dass die Zuzugsbesteuerung nach § 1 Abs. 1 BUrlG nur für die Zuzüge aus dem Ausland gilt, § 1 Abs. 2 BUrlG bestimmt, dass die Zuzugsbesteuerung nach § 1 Abs. 1 BUrlG nur für die Zuzüge aus dem Ausland gilt, § 1 Abs. 3 BUrlG bestimmt, dass die Zuzugsbesteuerung nach § 1 Abs. 1 BUrlG nur für die Zuzüge aus dem Ausland gilt, § 1 Abs. 4 BUrlG bestimmt, dass"
TAX-INTL-080,"Ja, wenn die Zuzugsbegünstigung gewährt wird, kann die Zuzugsbegünstigung gewährt werden, wenn die Person bereits vor fünf Jahren aus Österreich weggezogen ist und die Zuzugsbegünstigung gewährt wird. § 8 Abs. 1 KStG sieht vor, dass die Zuzugsbegünstigung gewährt wird, wenn die Person bereits vor fünf Jahren aus Österreich weggezogen ist und die Zuzugsbegünstigung gewährt wird, wenn die Zuzugsbegünstigung gewährt wird, wenn die Zuzugsbegünstigung gewährt wird, wenn die Zuzugsbegünstigung gewährt wird, wenn die Zuzugsbegünstigung gewährt wird, wenn die Zuzugsbegünstigung gewährt wird, wenn die Zuzugsbegünstigung gewährt wird, wenn die Zu"
ESTG-NEW-001,"Die Staking-Rewards sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei. Die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei. Die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei. Die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei, die Gewinne aus der Veräußerung sind steuerfrei"
ESTG-NEW-002,Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet. Die Kapitalertragsteuer wird auf die Kapitalertragsteuer angerechnet.
ESTG-NEW-003,"Herr Nemec ist ein BTC-X-Kontoinhaber, der seine BTC-X-Konto-Einkünfte in der Regel in der Währung EUR zu einem Kurs von EUR umtauschen kann, um die BTC-X-Konto-Einkünfte zu erhalten. Der BTC-X-Kontoinhaber ist verpflichtet, die BTC-X-Konto-Einkünfte in der Währung EUR zu einem Kurs von EUR zu tauschen, um die BTC-X-Konto-Einkünfte zu erhalten. Der BTC-X-Kontoinhaber ist verpflichtet, die BTC-X-Konto-Einkünfte in der Währung EUR zu tauschen, um die BTC-X-Konto-Einkünfte"
ESTG-NEW-004,"Frau Pichler hat die 50 ETH nicht erworben, sondern sie hat sie in den Liquidity Pool eingebracht. Die LP-Token werden dabei vernichtet. Frau Pichler hat die 50 ETH nicht erworben, sondern sie hat sie in den Liquidity Pool eingebracht. Frau Pichler hat die 50 ETH nicht erworben, sondern sie hat sie in den Liquidity Pool eingebracht. Frau Pichler hat die 50 ETH nicht erworben, sondern sie hat sie in den Liquidity Pool eingebracht. Frau Pichler hat die 50 ETH nicht erworben, sondern sie hat sie in den Liquidity Pool eingebracht. Frau Pichler hat die 50 ETH nicht erworben, sondern sie hat sie in den Liquidity Pool eingebracht. Frau Pichler hat die 50 ETH nicht erworben, sondern sie hat sie in"
ESTG-NEW-005,"Frage: Herr Winkler hält Kryptowährungen auf einer österreichischen Börse (Plattform A). Im Februar 2026 beschließt er, seine 5 BTC über eine sogenannte ‚Cross-Chain-Bridge' von der Bitcoin-Blockchain auf ein Ethereum-basiertes Wrapped-BTC-Protokoll (WBTC) zu transferieren. Die Bridge sperrt die 5 BTC und prägt 5 WBTC auf der Ethereum-Blockchain. Herr Winkler betrachtet dies als reinen technischen Transfer – vergleichbar einem Depot-Übertrag. Die WBTC werden auf seiner MetaMask-Wallet angezeigt. Drei Monate später tauscht er 5 WBTC in 80 ETH auf einer dezentralen Börse. Die ursprünglichen Anschaffungskosten seiner BTC betrugen EUR 25.000 pro BTC. Zum Zeitpunkt des Bridging lag BTC bei EUR 60.000, zum Zeitpunkt des Tauschs WBTC-ETH bei EUR 62.000 pro WBTC.
Herr Winkler ist der Meinung, dass die BTC-Technologie die Vorteile der Ethereum-Blockchain nicht ausnutzt, da die BTC-Technologie die Vorteile der Ethereum-Blockchain nicht ausnutzt. Die BTC-Technologie wird daher nicht mehr verwendet, da die Ethereum-Blockchain nicht mehr verwendet wird.
Herr Winkler ist der Meinung, dass die BTC-Technologie die Vorteile der Ethereum-Blockchain nicht ausnutzt, da die BTC-Technologie die Vorteile der Ethereum-Blockchain nicht ausnutzt. Die BTC-Technologie wird daher nicht mehr verwendet, da die Ethereum-Blockchain nicht mehr verwendet wird.
Herr"
ESTG-NEW-006,Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird auf der Grundlage der Veräußerungskosten ermittelt. Der Veräußerungsgewinn wird
ESTG-NEW-007,Die Zinsen aus Kapitalforderungen sind in der Regel als Werbungskosten zu behandeln (§ 27 Abs. 1 Z 2 EStG). Die Werbungskosten sind in der Regel als Werbungskosten zu behandeln (§ 27 Abs. 1 Z 2 EStG). Die Werbungskosten sind in der Regel als Werbungskosten zu behandeln (§ 27 Abs. 1 Z 2 EStG). Die Werbungskosten sind in der Regel als Werbungskosten zu behandeln (§ 27 Abs. 1 Z 2 EStG). Die Werbungskosten sind in der Regel als Werbungskosten zu behandeln (§ 27 Abs. 1 Z 2 EStG). Die Werbungskosten sind in der Regel als Werbungskosten zu behandeln (§ 27 Abs. 1 Z 2 EStG
ESTG-NEW-008,"Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile zu 50 %. Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile zu 50 %. Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile zu 50 %. Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile zu 50 %. Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile zu 50 %. Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile zu 50 %. Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile zu 50 %. Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile zu 50 %. Die ETH sind zu 100 % von der ETH gehalten, die übrigen Anteile"
ESTG-NEW-009,"Die X-AG ist eine Gesellschaft mit beschränkter Haftung, die keine Kapitalertragsteuer auf die Kapitalertragsteuer erhebt. Die X-AG ist eine Gesellschaft mit beschränkter Haftung, die keine Kapitalertragsteuer erhebt. Die X-AG ist eine Gesellschaft mit beschränkter Haftung, die keine Kapitalertragsteuer erhebt. Die X-AG ist eine Gesellschaft mit beschränkter Haftung, die keine Kapitalertragsteuer erhebt. Die X-AG ist eine Gesellschaft mit beschränkter Haftung, die keine Kapitalertragsteuer erhebt. Die X-AG ist eine Gesellschaft mit beschränkter Haftung, die keine Kapitalertragsteuer erhebt. Die X-AG ist eine Gesellschaft mit beschränkter Haftung, die keine Kapitalertragsteuer erhebt. Die X-AG"
ESTG-NEW-010,"Ja, es handelt sich um eine Steuerpflicht, die im § 8 Abs. 1 KStG geregelt ist. § 8 Abs. 1 KStG regelt die Steuerpflicht, § 8 Abs. 2 KStG regelt die Steuerpflicht. § 8 Abs. 3 KStG regelt die Steuerpflicht, § 8 Abs. 4 KStG regelt die Steuerpflicht, § 8 Abs. 5 KStG regelt die Steuerpflicht, § 8 Abs. 6 KStG regelt die Steuerpflicht, § 8 Abs. 7 KStG regelt die Steuerpflicht, § 8 Abs. 8 KStG regelt die Steuerpflicht, § 8 Abs. 9 KStG regelt die Steuerpflicht, § 8 Abs. 10 KStG regelt die"
ESTG-NEW-011,Der Verlustausgleich wird durch die Ausschüttung von Gewinnen aus dem Verkauf von Aktien an die Aktionäre erzielt. Der Gewinn aus dem Verkauf von Aktien wird in der Gewinnausschüttung nicht berücksichtigt. Der Verlustausgleich wird durch die Ausschüttung von Gewinnen aus dem Verkauf von Aktien an die Aktionäre erzielt. Der Gewinn aus dem Verkauf von Aktien wird in der Gewinnausschüttung nicht berücksichtigt. Der Verlustausgleich wird durch die Ausschüttung von Gewinnen aus dem Verkauf von Aktien an die Aktionäre erzielt. Der Verlustausgleich wird durch die Ausschüttung von Gewinnen aus dem Verkauf von Aktien an die Aktionäre erzielt. Der Verlustausgleich wird durch die Ausschüttung von Gewinnen aus dem Verkauf von Aktien an die Aktionäre erzielt. Der Verlustausgleich wird durch die Ausschüttung von Gewinnen aus dem Verkauf von Aktien an
ESTG-NEW-012,"Herr Pfeifer ist der Auffassung, dass die §§ 23 und 24 EStG nicht anwendbar sind, da sie die Steuerpflicht für die Körperschaftsteuer betreffen. § 23 EStG ist anzuwenden, wenn die Körperschaftsteuer nicht in der Einkommensteuererklärung ausgewiesen ist (§ 23 EStG). § 24 EStG ist anzuwenden, wenn die Körperschaftsteuer nicht in der Einkommensteuererklärung ausgewiesen ist (§ 24 EStG). § 24 EStG ist anzuwenden, wenn die Körperschaftsteuer nicht in der Körperschaftsteuererklärung ausgewiesen ist (§ 24 EStG). § 24 EStG ist anzuwenden, wenn die Körperschaftsteuer nicht in der Körperschaftsteuererklärung ausgewiesen ist (§ 24 EStG). § 24 EStG ist anzuwenden, wenn die Körperschaftsteuer nicht in der Körperschaft"
ESTG-NEW-013,"Die Steuerpflicht für die Nutzung von S-Token ist in § 8 Abs. 1 EStG geregelt. § 8 Abs. 1 EStG bestimmt, dass die Steuerpflicht für die Nutzung von S-Token durch die Nutzung von S-Token nicht berührt wird. § 8 Abs. 2 EStG bestimmt, dass die Nutzung von S-Token durch die Nutzung von S-Token nicht berührt wird. § 8 Abs. 3 EStG bestimmt, dass die Nutzung von S-Token durch die Nutzung von S-Token nicht berührt wird. § 8 Abs. 4 EStG bestimmt, dass die Nutzung von S-Token durch die Nutzung von S-Token nicht berührt wird. § 8 Abs"
ESTG-NEW-014,Die Einkünfte aus dem Rebase sind steuerlich abzugsfähig. Die Steuerpflicht ergibt sich aus § 8 Abs. 1 KStG. Die Steuerpflicht ergibt sich aus § 8 Abs. 2 KStG. Die Steuerpflicht ergibt sich aus § 8 Abs. 3 KStG. Die Steuerpflicht ergibt sich aus § 8 Abs. 3 KStG. Die Steuerpflicht ergibt sich aus § 8 Abs. 1 KStG. Die Steuerpflicht ergibt sich aus § 8 Abs. 1 KStG. Die Steuerpflicht ergibt sich aus § 8 Abs. 1 KStG. Die Steuerpflicht ergibt sich aus § 8 Abs. 1 KStG. Die Steuerpflicht ergibt sich aus § 8 Abs. 1 KStG. Die Steuer
ESTG-NEW-015,"Frau Hofer hat im August 2026 über eine ausländische Plattform 10.000 USDT (Tether, ein Stablecoin) zu je EUR 0,95 erworben. Im Februar 2026 tauscht sie die restlichen 5.000 USDT gegen 5.000 USDDC. Im Mai 2026 tauscht sie die restlichen 5.000 USDT gegen EUR 0,95 pro USDDC. Im Mai 2026 tauscht sie die restlichen 5.000 USDT gegen EUR 0,95 pro USDDC. Im Mai 2026 tauscht sie die restlichen 5.000 USDT gegen EUR 0,95 pro USDDC. Im Mai 2026 tauscht sie die restlichen 5.000 USDT gegen EUR 0,95 pro USDDC. Im Mai 2026"
ESTG-NEW-016,"Die Entnahme aus dem Betriebsvermögen ist steuerlich abzugsfähig. Die Entnahme aus dem Betriebsvermögen ist steuerlich abzugsfähig, wenn die Entnahme aus dem Betriebsvermögen nicht mehr als EUR 1.000/CHF beträgt. Die Entnahme aus dem Betriebsvermögen ist steuerlich abzugsfähig, wenn die Entnahme aus dem Betriebsvermögen nicht mehr als EUR 1.000/CHF beträgt. Die Entnahme aus dem Betriebsvermögen ist steuerlich abzugsfähig, wenn die Entnahme aus dem Betriebsvermögen nicht mehr als EUR 1.000/CHF beträgt. Die Entnahme aus dem Betriebsvermögen ist steuerlich abzugsfähig, wenn die Entnahme aus dem Betriebsvermögen nicht mehr als EUR 1.000/CHF beträgt. Die Entnahme aus"
ESTG-NEW-017,"Die Anschaffungskosten sind zu ermitteln, wenn die BTC im Jahr 2026 nicht mehr als EUR 1.000.000 pro Jahr erzielt. Die BTC wird dann als steuerpflichtiges Unternehmen behandelt, wenn die BTC im Jahr 2026 nicht mehr als EUR 1.000.000 pro Jahr erzielt. Die BTC wird dann als steuerpflichtiges Unternehmen behandelt, wenn die BTC im Jahr 2026 nicht mehr als EUR 1.000.000 pro Jahr erzielt. Die BTC wird dann als steuerpflichtiges Unternehmen behandelt, wenn die BTC im Jahr 2026 nicht mehr als EUR 1.000.000 pro Jahr erzielt. Die BTC wird dann als steuerpflichtiges Unternehmen behandelt, wenn die BTC im Jahr 2026 nicht"
ESTG-NEW-018,Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1. Januar 2015. Die Steuerpflicht besteht für die Jahre ab dem 1
ESTG-NEW-019,"Ja, Herr Brandstätter ist der Ansicht,"
ESTG-NEW-020,"Die Staking-Einkünfte sind steuerfrei, wenn die Staking-Einkünfte nicht mehr als EUR 1.000 betragen. Die Staking-Einkünfte sind steuerfrei, wenn die Staking-Einkünfte nicht mehr als EUR 1.000 betragen. Die Staking-Einkünfte sind steuerfrei, wenn die Staking-Einkünfte nicht mehr als EUR 1.000 betragen. Die Staking-Einkünfte sind steuerfrei, wenn die Staking-Einkünfte nicht mehr als EUR 1.000 betragen. Die Staking-Einkünfte sind steuerfrei, wenn die Staking-Einkünfte nicht mehr als EUR 1.000 betragen. Die Staking-Einkünfte sind steuerfrei, wenn die Staking-Einkünfte nicht mehr als"
VAT-DOM-001,Der chinesische Händler verkauft über einen Online-Marktplatz Kopfhörer an eine Privatperson in Österreich. Der Einzelwert der Sendung beträgt 145 Euro. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz unterstützt den Verkauf technisch und organisatorisch. Der Online-Marktplatz
VAT-DOM-002,"Die Beförderung erfolgt über die Grenze, die in Österreich liegt. Die Waren werden in Österreich in den Zollwert einbezogen, also in Österreich, B, C, D, E, F, I, J, K, L, M, N, O, OH, S, T, U, V, VI, Z, A, B, C, D, E, F, I, J, K, L, M, N, OH, S, T, U, V, VI, Z, A, B, C, D, E, F, I, J, K, L, M, N, OH, S, T, U, V, VI, Z, A, B, C,"
VAT-DOM-003,"Ja, der Auftraggeber kann die Lieferung oder Leistung als Werklohn berechnen, wenn er die Voraussetzungen für die Anwendung des § 8 Abs. 1 KStG erfüllt. § 8 Abs. 1 KStG bestimmt, dass der Auftraggeber die Lieferung oder Leistung als Werklohn berechnen muss, wenn er die Voraussetzungen für die Anwendung des § 8 Abs. 1 KStG erfüllt. § 8 Abs. 1 KStG bestimmt, dass der Auftraggeber die Lieferung oder Leistung als Werklohn berechnen muss, wenn er die Voraussetzungen für die Anwendung des § 8 Abs. 1 KStG erfüllt. § 8 Abs. 1 KStG bestimmt, dass der Auftraggeber die Lieferung oder Leistung als Werklohn berechnen muss, wenn er die Voraussetzungen für die Anwendung des §"
